Facility,Start Date,End Date,Region,State,Non-Add,Facility Type,Primary Facility,Center Area,Old Level,New Level,Class,Hours Of Ops,AT MIL,Oceanic,Arpt Ops,Instr Appr,Acft Handled,Instr Ops,Stage III/TCA,Seasonal,Classification
JAS:Jasper County/Bell Field,199510,Present,2,TX,No,F,ZHU,ZHU,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
JAU:Jacksboro,------,Present,7,TN,No,F,ZTL,ZTL,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
JAX:Jacksonville Int`l,200411,Present,7,FL,No,B,JAX,ZJX,5,9,C,240,No,No,Yes,Yes,No,Yes,Yes,No,(3) Combined TRACON & Tower with Radar
JBR:Jonesboro,202002,Present,2,AR,No,F,ZME,ZME,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
JCF:Joshua Control Facilty,201809,Present,4,CA,No,A,JCF,ZLA,4,8,D,240,No,No,No,Yes,Yes,Yes,No,No,(6) Combined Control Facility
JCT:Junction,------,Present,2,TX,No,F,ZHU,ZHU,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
JCY:Johnson City,------,Present,2,TX,No,F,ZHU,ZHU,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
JDN:Jordan Arpt /Jordan,200501,Present,S,MT,Yes,F,S56,ZLC,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
JEF:Jefferson City Memorial,201302,Present,3,MO,Yes,G,SGF,ZKC,,13,D,150,No,No,Yes,Yes,No,Yes,No,No,(11) Federal Contract Tower
JER:Jerome County,199710,Present,S,ID,Yes,F,TWF,ZLC,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
JES:Jesup,------,Present,7,GA,No,F,ZJX,ZJX,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
JFK:Kennedy Tower,201309,Present,1,NY,Yes,C,N90,ZNY,5,11,B,240,No,No,Yes,Yes,No,Yes,Yes,No,(7) Towers with Radar
JFX:Jasper/Walker Co/Bevill,199510,Present,7,AL,Yes,F,BHM,ZTL,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
JGG:Williamsburg-Jamestown,200302,Present,1,VA,Yes,F,PCT,ZDC,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
JHM:Lahaina/Kapalua,200107,Present,4,HI,No,F,HCF,HCF,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
JHW:Jamestown/Chautauqua Cnty,198310,Present,1,NY,Yes,F,ERI,ZOB,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
JKA:Gulf Shores/J Edwards,199907,Present,7,AL,Yes,F,P31,ZJX,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
JKL:Jackson/J Carroll,199210,Present,7,KY,No,F,ZID,ZID,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
JLN:Joplin Regional,201302,Present,3,MO,Yes,G,ZKC,ZKC,0,13,D,150,No,No,Yes,Yes,No,Yes,No,No,(11) Federal Contract Tower
JMR:Mora Municipal,199610,Present,C,MN,No,F,ZMP,ZMP,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
JMS:Jamestown,198110,Present,C,ND,No,F,ZMP,ZMP,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
JNX:Smithfield/Johnston Cty,199610,Present,7,NC,Yes,F,GSB,ZDC,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
JOH:Johnstone Point,------,Present,5,AK,No,F,ZAN,ZAN,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
JOT:Joliet Park District,199610,Present,C,IL,Yes,F,C90,ZAU,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
JQF:Concord Regional,201302,Present,7,NC,Yes,G,CLT,ZTL,,13,D,160,No,No,Yes,Yes,No,Yes,No,No,(11) Federal Contract Tower
JRF:Kalaeloa Arpt,201302,Present,4,HI,Yes,G,HCF,HCF,,13,D,140,No,No,Yes,Yes,No,Yes,No,No,(11) Federal Contract Tower
JSO:Jacksonville/Cherokee Cty,199210,Present,2,TX,Yes,F,GGG,ZFW,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
JST:Johnstown,------,Present,1,PA,No,F,ZOB,ZOB,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
JVL:Janesville/Rock County,201302,Present,C,WI,Yes,G,RFD,ZAU,0,13,D,150,No,No,Yes,Yes,No,Yes,No,No,(11) Federal Contract Tower
JVY:Jeffersonville/Cark Cnty,------,Present,C,IN,Yes,F,SDF,ZID,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
JWG:Watonga,200001,Present,2,OK,No,F,ZFW,ZFW,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
JWN:Nashville/John C Tune,202002,Present,7,TN,Yes,F,BNA,ZME,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
JXN:Jackson Cnty-Reynolds Fld,201302,Present,C,MI,Yes,G,LAN,ZOB,0,13,D,140,No,No,Yes,Yes,No,Yes,No,No,(11) Federal Contract Tower
JYG:St James Municipal,199710,Present,C,MN,No,F,ZMP,ZMP,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
JYL:Sylvania/Plantation,199210,Present,7,GA,No,F,ZJX,ZJX,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
JYM:Hillsdale Municipal,199804,Present,C,MI,Yes,F,TOL,ZOB,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
JYO:Leesburg Municipal,200301,Present,1,VA,Yes,F,PCT,ZDC,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
JYR:York Municipal,199501,Present,3,NE,No,F,ZMP,ZMP,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
JZI:Charleston Executive,199510,Present,7,SC,Yes,F,CHS,ZJX,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
JZP:Jasper/Pickens County,199510,Present,7,GA,No,F,ZTL,ZTL,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
K02:Perryville Municipal,------,Present,3,MO,No,F,ZKC,ZKC,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
K06:Greater Beardstown,------,Present,C,IL,Yes,F,SPI,ZKC,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
K07:Rolla Downtown,------,Present,3,MO,No,F,ZKC,ZKC,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
K15:Grand Glaize-Osage Beach,199610,Present,3,MO,Yes,F,SGF,ZKC,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
K22:Prestonsburg/Big Sandy Rgl,200112,Present,7,KY,Yes,F,ZID,ZID,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
K24:Columbia Woods Memorial,199510,Present,3,MO,No,F,ZKC,ZKC,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
K29:Grinnel,202002,Present,7,KY,No,F,ZME,ZME,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
K32:Wichita/Riverside,198910,Present,3,KS,Yes,F,ICT,ZKC,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
K34:Gardner Municipal,------,Present,3,KS,Yes,F,MCI,ZKC,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
K38:Washington County Memorial,199310,Present,3,KS,No,F,ZKC,ZKC,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
K43:Millard,198710,Present,3,NE,Yes,F,R90,ZAU,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
K48:Chillicothe Municipal,------,Present,3,MO,No,F,ZKC,ZKC,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
K50:Derby/Cook Airfield Inc,199610,Present,3,KS,Yes,F,ICT,ZKC,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
K52:Monroe Muni,------,Present,3,MO,No,F,ZKC,ZKC,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
K55:Cuba,------,Present,3,MO,No,F,ZKC,ZKC,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
K56:Maryville Memorial,------,Present,3,MO,No,F,ZKC,ZKC,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
K59:Atchison/Amelia Earhart,199310,Present,3,KS,Yes,F,MCI,ZKC,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
K61:Beloit Municipal,------,Present,3,KS,No,F,ZKC,ZKC,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
K65:Dighton,198910,Present,3,KS,Yes,F,ICT,ZKC,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
K70:Foraker/McKinney Ranch,------,Present,2,OK,No,F,ZKC,ZKC,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
K78:Abilene Municipal,------,Present,3,KS,No,F,ZKC,ZKC,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
K82:Smith Center Municipal,------,Present,3,KS,No,F,ZMP,ZMP,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
K84:Lee's Summit Municipal,200111,Present,3,MO,Yes,F,MCI,ZKC,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
K88:Iola/Allen County,------,Present,3,KS,No,F,ZKC,ZKC,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
K89:Macon Fower Memorial,199710,Present,3,MO,No,F,ZKC,ZKC,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
K95:Ulysses,------,Present,3,KS,No,F,ZKC,ZKC,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
K97:Pittsfield,------,Present,C,IL,No,F,ZKC,ZKC,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
K99:Audubon Municipal,------,Present,3,IA,No,F,ZMP,ZMP,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
KLS:Kelso,------,Present,S,WA,No,F,ZSE,ZSE,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
KOA:Kailua/Kona International,201302,Present,4,HI,Yes,G,HCF,HCF,0,13,D,160,No,No,Yes,Yes,No,Yes,No,No,(11) Federal Contract Tower
KSM:St Mary's,------,Present,5,AK,No,F,ZAN,ZAN,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
KTN:Ketchikan International,199610,Present,5,AK,No,F,ZAN,ZAN,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
KWA:Kwajalein/Bucholz AAF,201302,Present,4,MH,Yes,F,KWA,HCF,2,13,,240,Yes,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
KY05:Irvine/Calla,199610,Present,7,KY,Yes,F,LEX,ZID,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
KY29:Farrington Airpark,202002,Present,7,KY,No,F,ZME,ZME,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
KY62:Falmouth/G Snyder,199210,Present,7,KY,Yes,F,CVG,ZID,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
L12:Redlands Municipal,199610,Present,4,CA,Yes,F,SCT,ZLA,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
L30:Las Vegas TRACON,200508,Present,4,NV,No,A,L30,ZLA,5,11,B,240,No,No,No,Yes,No,Yes,Yes,No,"(2) TRACON, RAPCON, or CERAP"
L38:Gonzales/Louisiana Rgnl,199210,Present,2,LA,Yes,F,BTR,ZHU,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
L45:Bakersfield Municipal,199310,Present,4,CA,Yes,F,BFL,ZLA,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
L67:Rialto,199504,Present,4,CA,Yes,F,SCT,ZLA,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
L75:Sulphur/Southland Field,------,Present,2,LA,Yes,F,LCH,ZHU,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
LA14:Shreveport/SchumpertClinic,199610,Present,2,LA,No,F,ZHU,ZHU,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
LA26:Marksville Municipal,199010,Present,2,LA,No,F,ZHU,ZHU,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
LA30:New Roads/False River,------,Present,2,LA,Yes,F,BTR,ZHU,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
LA37:Thibodaux Municipal,199510,Present,2,LA,Yes,F,MSY,ZHU,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
LA39:Bell City/Chalkley,------,Present,2,LA,No,F,ZHU,ZHU,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
LAA:Lamar Municipal,199110,Present,S,CO,No,F,ZDV,ZDV,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
LAF:Lafayette/Purdue U,200509,Present,C,IN,Yes,E,ZAU,ZAU,2,4,D,140,No,No,Yes,Yes,No,Yes,No,No,(1) Tower without Radar
LAL:Lakeland/Linder Regional,201302,Present,7,FL,Yes,G,TPA,ZMA,0,13,D,160,No,No,Yes,Yes,No,Yes,No,No,(11) Federal Contract Tower
LAN:Lansing/Capital City,201906,Present,C,MI,No,B,AZO,ZOB,3,8,C,240,No,No,Yes,Yes,No,No,No,No,(7) Towers with Radar
LAR:Laramie Regional,199610,Present,S,WY,No,F,ZDV,ZDV,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
LAS:Las Vegas/Mc Carran Int`l,200505,Present,4,NV,Yes,C,L30,ZLA,4,11,B,240,No,No,Yes,Yes,No,Yes,Yes,No,(7) Towers with Radar
LAW:Lawton Municipal,201302,Present,2,OK,Yes,G,FSI,ZFW,0,13,D,110,No,No,Yes,Yes,No,Yes,No,No,(11) Federal Contract Tower
LAX:Los Angeles International,200807,Present,4,CA,Yes,C,SCT,ZLA,5,11,B,240,No,No,Yes,Yes,No,Yes,Yes,No,(7) Towers with Radar
LBB:Lubbock International,200505,Present,2,TX,No,B,LBB,ZFW,3,7,C,240,No,No,Yes,Yes,No,Yes,Yes,No,(3) Combined TRACON & Tower with Radar
LBE:Latrobe,201302,Present,1,PA,Yes,G,ZOB,ZOB,,13,D,155,No,No,Yes,Yes,No,Yes,No,No,(11) Federal Contract Tower
LBF:North Platte Regional,199610,Present,3,NE,No,F,ZDV,ZDV,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
LBL:Liberal,------,Present,3,KS,No,F,ZKC,ZKC,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
LBO:Lebanon/F W Jones,------,Present,3,MO,No,F,ZKC,ZKC,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
LBT:Lumberton Municipal,199510,Present,7,NC,Yes,F,FAY,ZDC,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
LBX:Brazoria County,199101,Present,2,TX,Yes,F,I90,ZHU,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
LCG:Wayne Municipal,199210,Present,3,NE,Yes,F,SUX,ZMP,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
LCH:Lake Charles,201012,Present,2,LA,No,B,LCH,ZHU,2,6,T,160,No,No,Yes,Yes,No,Yes,Yes,No,(3) Combined TRACON & Tower with Radar
LCI:Laconia Municipal,199610,Present,E,NH,Yes,F,MHT,ZBW,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
LCK:Columbus/Rickenbacker Intl,201302,Present,C,OH,Yes,F,CMH,ZID,,13,,240,Yes,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
LCQ:Lake City Gateway Arpt Tower,201309,Present,7,FL,No,F,ZJX,ZJX,,,,240,Yes,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
LDJ:Linden,------,Present,1,NJ,Yes,F,N90,ZNY,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
LDM:Ludington/Mason County,198910,Present,C,MI,No,F,ZMP,ZMP,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
LEB:Lebanon Municipal,201302,Present,E,NH,Yes,G,ZBW,ZBW,0,13,D,160,No,No,Yes,Yes,No,Yes,No,No,(11) Federal Contract Tower
LEE:Leesburg Municipal,201302,Present,7,FL,Yes,G,F11,ZJX,,13,D,120,No,No,Yes,Yes,No,Yes,No,No,(11) Federal Contract Tower
LEM:Lemmon Municipal,199907,Present,C,SD,No,F,ZMP,ZMP,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
LEW:Auburn/Lewiston Municipal,199610,Present,E,ME,Yes,F,PWM,ZBW,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
LEX:Lexington/Blue Grass,200808,Present,7,KY,No,B,LEX,ZID,3,7,C,240,No,No,Yes,Yes,No,Yes,Yes,No,(3) Combined TRACON & Tower with Radar
LFI:Hampton/Langley AFB,201302,Present,1,VA,Yes,F,ORF,ZDC,,,,240,Yes,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
LFK:Lufkin,------,Present,2,TX,No,F,ZHU,ZHU,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
LFT:Lafayette,200907,Present,2,LA,No,B,LFT,ZHU,3,7,C,170,No,No,Yes,Yes,No,Yes,Yes,No,(3) Combined TRACON & Tower with Radar
LGA:La Guardia,200804,Present,1,NY,Yes,C,N90,ZNY,5,10,B,240,No,No,Yes,Yes,No,Yes,Yes,No,(7) Towers with Radar
LGB:Long Beach/Daughtery Field,201111,Present,4,CA,Yes,E,SCT,ZLA,3,8,D,175,No,No,Yes,Yes,No,Yes,No,No,(7) Towers with Radar
LGC:La Grange/Callaway,199510,Present,7,GA,Yes,F,CSG,ZTL,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
LGD:La Grande,------,Present,S,OR,No,F,ZSE,ZSE,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
LGF:Laguna,------,Present,4,AZ,Yes,F,NYL,ZLA,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
LGU:Logan,------,Present,S,UT,No,F,ZLC,ZLC,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
LHC:Arlington Municipal,202002,Present,7,TN,Yes,F,MEM,ZME,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
LHD:Anchorage/Lake Hood SPB,199610,Present,5,AK,Yes,F,A11,ZAN,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
LHM:Lincoln Rgnl/K Harder Fld,200210,Present,4,CA,Yes,F,NCT,ZOA,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
LHQ:Lancaster/Fairfield County,199610,Present,C,OH,Yes,F,CMH,ZID,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
LHU:Lake Havasu,------,Present,4,AZ,No,F,ZLA,ZLA,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
LHW:Ft Stewart/Hinesville,199310,Present,7,GA,Yes,F,SAV,ZJX,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
LHX:La Junta Municipal,199110,Present,S,CO,No,F,ZDV,ZDV,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
LHZ:Louisburg/Franklin County,199910,Present,7,NC,Yes,F,RDU,ZDC,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
LIA:Lima,------,Present,C,OH,No,F,ZID,ZID,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
LIH:Lihue,201302,Present,4,HI,Yes,G,HCF,HCF,0,13,D,150,No,No,Yes,Yes,No,Yes,No,No,(11) Federal Contract Tower
LIT:Little Rock Adams Field,202002,Present,2,AR,No,B,LIT,ZME,3,8,C,240,No,No,Yes,Yes,No,Yes,Yes,No,(3) Combined TRACON & Tower with Radar
LIY:Wrights AAF,------,Present,7,GA,Yes,F,SAV,ZJX,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
LJF:Litchfield Municipal,199510,Present,C,MN,No,F,ZMP,ZMP,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
LJN:Lake Jackson Brazoria Co,199101,Present,2,TX,Yes,F,I90,ZHU,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
LJX:Jackson,------,Present,C,IL,No,F,ZKC,ZKC,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
LKK:Kulik Lake,199210,Present,5,AK,No,F,ZAN,ZAN,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
LKR:Lancaster Co/McWhirter Fld,199510,Present,7,SC,Yes,F,CLT,ZTL,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
LKU:Louisa Cnty/Freeman Fld,200302,Present,1,VA,Yes,F,PCT,ZDC,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
LKV:Lakeview,------,Present,S,OR,No,F,ZSE,ZSE,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
LL10:Naperville/Naper Aero Clb,------,Present,C,IL,Yes,F,C90,ZAU,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
LLQ:Monticello Municipal,202002,Present,2,AR,No,F,ZME,ZME,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
LLU:Lamar Municipal,199310,Present,3,MO,No,F,ZKC,ZKC,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
LMS:Louisville Winston County,202002,Present,7,MS,No,F,ZME,ZME,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
LMT:Klamath Falls Int'l,201302,Present,S,OR,Yes,G,ZSE,ZSE,0,13,D,150,No,No,Yes,Yes,No,Yes,No,No,(11) Federal Contract Tower
LNA:West Palm Beach Co Park,------,Present,7,FL,Yes,F,PBI,ZMA,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
LNC:Lancaster,------,Present,2,TX,Yes,F,D10,ZFW,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
LNK:Lincoln Municipal,200901,Present,3,NE,Yes,C,R90,ZMP,3,7,C,185,No,No,Yes,Yes,No,No,No,No,(7) Towers with Radar
LNL:Land O Lakes,------,Present,C,WI,No,F,ZMP,ZMP,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
LNN:Willoughby Lost Nation Mun,199610,Present,C,OH,Yes,F,CLE,ZOB,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
LNP:Wise/Lonsome Pine,198910,Present,1,VA,No,F,ZID,ZID,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
LNR:Lone Rock/Tri-Cnty Rgnl,199510,Present,C,WI,Yes,F,MSN,ZAU,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
LNS:Lancaster,201302,Present,1,PA,Yes,G,MDT,ZNY,0,13,D,170,No,No,Yes,Yes,No,Yes,No,No,(11) Federal Contract Tower
LNY:Lanai,200107,Present,4,HI,No,F,HCF,HCF,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
LOA:Leona,------,Present,2,TX,No,F,ZHU,ZHU,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
LOI:Laredo International,------,Present,2,TX,No,F,ZHU,ZHU,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
LOL:Lovelock,------,Present,4,NV,No,F,ZLC,ZLC,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
LOR:Ft Rucker/Lowe AHP,199610,Present,7,AL,Yes,F,OZR,ZJX,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
LOT:Lockport Lewis,201302,Present,C,IL,Yes,F,C90,ZAU,,13,,0,Yes,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
LOU:Louisville Bowman,201107,Present,7,KY,Yes,E,SDF,ZID,2,5,D,150,No,No,Yes,Yes,No,Yes,No,No,(7) Towers with Radar
LOZ:London,198910,Present,7,KY,No,F,ZID,ZID,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
LPC:Lompoc,------,Present,4,CA,No,F,ZLA,ZLA,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
LPR:Lorain County Regional,199901,Present,C,OH,Yes,F,CLE,ZOB,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
LQK:Pickens County,199510,Present,7,SC,Yes,F,GSP,ZTL,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
LQR:Larned/Pawnee County,199210,Present,3,KS,No,F,ZKC,ZKC,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
LRD:Laredo International,201302,Present,2,TX,Yes,G,ZHU,ZHU,0,13,D,180,No,No,Yes,Yes,No,Yes,No,No,(11) Federal Contract Tower
LRF:Little Rock AFB,202002,Present,2,AR,Yes,F,LIT,ZME,,13,,240,Yes,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
LRG:Lincoln Regional,199610,Present,E,ME,No,F,ZBW,ZBW,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
LRJ:Le Mars Municipal,200112,Present,3,IA,Yes,F,SUX,ZMP,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
LRN:Larson AFB,------,Present,S,WA,No,F,ZSE,ZSE,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
LRU:Las Cruces International,202002,Present,2,NM,No,F,ZAB,ZAB,,13,,0,Yes,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
LSE:La Crosse Municipal,201302,Present,C,WI,Yes,G,ZMP,ZMP,0,13,D,150,No,No,Yes,Yes,No,Yes,No,No,(11) Federal Contract Tower
LSF:Fort Benning/Lawson AAF,------,Present,7,GA,Yes,F,CSG,ZTL,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
LSK:Lusk,------,Present,S,WY,No,F,ZHU,ZHU,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
LSN:Los Banos Municipal,200303,Present,4,CA,Yes,F,SCT,ZOA,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
LST:Long Star,------,Present,2,TX,No,F,ZFW,ZFW,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
LSV:Las Vegas/Nellis AFB,199610,Present,4,NV,Yes,F,L30,ZLA,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
LTS:Altus AFB,199610,Present,2,OK,No,F,LTS,ZFW,,,,,Yes,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
LUF:Glendale/Luke AFB,202002,Present,4,AZ,Yes,F,P50,ZAB,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
LUG:Lewisburg Ellington,202002,Present,7,TN,No,F,ZME,ZME,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
LUK:Cincinnati/Lunken Field,201302,Present,7,OH,Yes,G,CVG,ZID,0,13,D,160,No,No,Yes,Yes,No,Yes,No,No,(11) Federal Contract Tower
